Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
521,Fallout: New Vegas,Role-Playing,M,PS3,Bethesda Softworks,Obsidian Entertainment,8.2,,,3.17,1.54,1.04,0.1,0.49,2010
522,Ace Combat 04: Shattered Skies,Simulation,E,PS2,Namco,Namco,8.9,,,3.17,2.06,0.56,0.38,0.17,2001
523,Sonic Heroes,Platform,E,PS2,Sega,Sonic Team,6.6,,3.16,,,,,,2004
524,Club Penguin: Elite Penguin Force,Adventure,E,DS,Disney Interactive Studios,1st Playable Productions,7,,,3.14,1.87,0.97,,0.3,2008
525,FIFA Soccer 08,Sports,E,PS2,EA Sports,EA Canada,,,,3.14,0.68,0,,2.46,2007
526,FIFA 18,Sports,E,XOne,EA Sports,EA Vancouver,8,,,3.14,0.98,1.92,,0.23,2017
527,Spider-Man,Action,E,PS,Activision,Neversoft Entertainment,,,,3.13,1.7,1.25,0.02,0.16,2000
528,Need for Speed III: Hot Pursuit,Racing,E,PS,Electronic Arts,EA Canada,,,,3.12,2.14,0.86,,0.13,1998
529,The Elder Scrolls IV: Oblivion,Role-Playing,M,PS3,Bethesda Softworks,4J Studios,9.3,,,3.12,1.69,0.86,0.14,0.44,2007
530,Star Wars Episode I Racer,Racing,E,N64,LucasArts,LucasArts,8.7,,3.12,,,,,,1999
531,Tekken 6,Fighting,T,PS3,Namco Bandai,Namco Bandai Games,7.9,,3.12,,,,,,2009
532,Yoshi,Puzzle,,GB,Nintendo,Game Freak,,,3.12,,,,,,1992
533,Resident Evil 6,Action,M,PS3,Capcom,Capcom,,,,3.12,0.88,0.97,0.88,0.39,2012
534,Tom Clancy's Ghost Recon Wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,7,,,3.12,1.07,1.35,0.22,0.47,2017
535,NBA 2K13,Sports,E,X360,2K Sports,Visual Concepts,8.6,,,3.11,2.62,0.21,0.01,0.28,2012
536,Titanfall,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,,,,3.11,1.88,0.91,0.04,0.28,2014
537,Mario Party 9,Party,E,Wii,Nintendo,"Nd Cube Co., Ltd.",6.5,,3.11,,,,,,2012
538,Mass Effect 2,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,9.5,8.9,,3.1,1.99,0.81,0.03,0.27,2010
539,Madden NFL 2002,Sports,E,PS2,EA Sports,EA Sports,,,,3.08,2.5,0.16,0.01,0.42,2001
540,World Class Track Meet,Sports,,NES,Bandai,Bandai,,,3.08,,,,,,1987
541,LEGO Batman: The Videogame,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.3,,,3.08,1.8,0.98,,0.29,2008
542,Saints Row 2,Action,M,X360,THQ,Volition Inc.,7.9,,,3.07,1.98,0.79,0.02,0.28,2008
543,Donkey Kong,Platform,E,GB,Nintendo,Nintendo EAD,,,3.07,,,,,,1994
544,The Sims: Vacation,Simulation,T,PC,Electronic Arts,Maxis,,,,3.07,1.72,1.21,,0.14,2002
545,Call of Duty: Ghosts,Shooter,M,XOne,Activision,Infinity Ward,7.5,,,3.07,1.92,0.86,,0.28,2013
546,Heavy Rain,Adventure,M,PS3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,,3.06,1.29,1.24,0.06,0.48,2010
547,LEGO Batman: The Videogame,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,7.8,,,3.06,1.75,1.02,,0.29,2008
548,Borderlands 2,Shooter,,X360,2K Games,Gearbox Software,,,,3.06,1.89,0.88,0.04,0.26,2013
549,Kung Fu Panda,Platform,E10,X360,Activision,Luxoflux,7.5,,,3.05,1.91,0.84,,0.29,2008
550,Mass Effect 3,Role-Playing,M,X360,Electronic Arts,BioWare,,,,3.04,1.94,0.84,0.03,0.24,2012
551,New Super Luigi U,Action,E,WiiU,Nintendo,Nintendo,7.8,,3.04,,,,,,2013
552,Rhythm Heaven,Music,E,DS,Nintendo,Nintendo SPD Group No.1,8.5,,3.04,,,,,,2009
553,Metal Gear Solid V: The Phantom Pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,,,,3.04,0.97,1.15,0.5,0.42,2015
554,Rayman,Platform,E,PS,Ubisoft,Ubisoft Montpellier,7,,,3.03,1.54,1.33,,0.16,1995
555,Tom Clancy's Splinter Cell,Action,T,XB,Ubisoft,Ubisoft,9.3,9.1,,3.02,1.85,1.04,,0.13,2002
556,Mike Tyson's Punch-Out!!,Fighting,,NES,Nintendo,Nintendo IRD,,,3.02,,,,,,1987
557,Professor Layton and the Unwound Future,Adventure,E10,DS,Nintendo,Level 5,8.4,,3.02,,,,,,2010
558,WWE SmackDown! Shut Your Mouth,Sports,,PS2,THQ,Yuke's Future Media Creators,,,,3.02,1.45,1.13,0.07,0.38,2002
559,Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7,,,3.02,2.04,0.63,0.12,0.23,2010
560,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,,3.02,1.4,1.07,0.08,0.46,2009
561,Crysis,Shooter,M,PC,Electronic Arts,Crytek,9.2,8.5,3,,,,,,2007
562,Fable,Role-Playing,M,XB,Microsoft Game Studios,Big Blue Box,8.6,,3,,,,,,2004
563,Gears of War 3,Shooter,M,X360,Microsoft Studios,Epic Games,9.1,,3,,,,,,2011
564,Kinect Sports,Sports,E10,X360,Microsoft Game Studios,Rare Ltd.,7.4,,3,,,,,,2010
565,Sonic and the Secret Rings,Platform,E,Wii,Sega,Sonic Team,6.7,,3,,,,,,2007
566,Sonic Rush,Platform,E,DS,Sega,Dimps Corporation,7.8,,3,,,,,,2005
567,The Legend of Zelda: Majora's Mask 3D,Action-Adventure,E10,3DS,Nintendo,GREZZO,9,,3,,,,,,2015
568,Warcraft II: Tides of Darkness,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,,3,,,,,,1996
569,WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,Yuke's,8.4,,,3,1.57,1.02,,0.41,2005
570,Kirby Super Star Ultra,Platform,E,DS,Nintendo,HAL Laboratory,7.3,,2.99,,,,,,2008
571,Star Fox,Shooter,,SNES,Nintendo,Argonaut Games,,,2.99,,,,,,1993
572,The Sims: Livin Large,Misc,T,PC,Electronic Arts,Maxis,,,,2.99,1.67,1.18,,0.13,2000
573,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,,2.99,1.76,0.68,0.12,0.42,2009
574,World Soccer Winning Eleven 6 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,,,,2.99,0.12,1.26,1.16,0.45,2003
575,Far Cry 3,Shooter,M,X360,Ubisoft,Ubisoft Montreal,,,,2.98,1.38,1.33,0.02,0.25,2012
576,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,E,DS,Nintendo,Nintendo Software Technology Corporation,7.8,,2.98,,,,,,2010
577,Style Savvy,Simulation,E,DS,Nintendo,syn Sophia,7.6,,2.98,,,,,,2009
578,Super Meat Boy,Platform,T,PC,Unknown,Team Meat,9.2,,2.97,,,,,,2010
579,Star Wars: The Old Republic,Role-Playing,T,PC,Electronic Arts,BioWare / LucasArts,8.4,,,2.97,1.59,1.01,,0.37,2011
580,The Legend of Zelda: Spirit Tracks,Adventure,E10,DS,Nintendo,Nintendo EAD,8.7,,2.96,,,,,,2009
581,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,,2.96,1.33,1.11,0.08,0.44,2010
582,Hitman 2: Silent Assassin,Action,M,PS2,Eidos Interactive,IO Interactive,,,,2.96,1.36,1.15,0.04,0.41,2002
583,Yokai Watch 2: Psychic Specters,Role-Playing,E10,3DS,Nintendo,Level 5,,,,2.95,0.12,0.12,2.69,0.02,2017
584,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,,2.95,1.83,0.7,0.15,0.26,2009
585,SOCOM II: U.S. Navy SEALs,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,,,,2.94,2.22,0.51,0.06,0.15,2003
586,WWE SmackDown! vs. RAW 2006,Fighting,T,PS2,THQ,Yuke's,,,,2.94,1.45,1.11,0.04,0.33,2005
587,Wave Race 64,Racing,E,N64,Nintendo,Nintendo EAD,9.2,,2.94,,,,,,1996
588,Pac-Man Collection,Puzzle,E,GBA,Namco,Mass Media,,,,2.94,2.07,0.77,0.05,0.05,2001
589,Pokemon Ranger,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.6,,2.93,,,,,,2006
590,Super Mario Maker,Platform,E,3DS,Nintendo,Nintendo,7.3,,2.93,,,,,,2016
591,Madden NFL 13,Sports,E,X360,EA Sports,EA Tiburon,8,,,2.93,2.53,0.16,,0.24,2012
592,Doom (2016),Shooter,,PS4,Bethesda Softworks,id Software,,,,2.92,0.93,1.48,0.04,0.46,2016
593,Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,,2.91,1.83,0.79,0.03,0.27,2007
594,FIFA 15,Sports,E,X360,EA Sports,EA Canada,6.9,,,2.91,0.8,1.9,,0.21,2014
595,Dragon Ball Z: Budokai 2,Fighting,T,PS2,Atari,Dimps Corporation,,,2.9,,,,,,2003
596,Final Fantasy III,Role-Playing,,SNES,Square,SquareSoft,9.1,,2.9,,,,,,1994
597,Mortal Kombat (2011),Fighting,M,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,,,2.9,1.98,0.54,,0.38,2011
598,World Soccer Winning Eleven 7 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.2,,,2.9,0.08,1.24,1.13,0.45,2004
599,Sega Superstars Tennis,Sports,E10,X360,Sega,Sumo Digital,6.9,,,2.89,1.75,0.86,,0.28,2008
600,Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,Office Create,5.9,,,2.89,1.41,1.12,0.05,0.3,2007
601,Hot Shots Golf 3,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,,,,2.89,0.99,0.32,1.38,0.2,2002
602,Call of Duty: Finest Hour,Shooter,T,PS2,Activision,Spark Unlimited,,,,2.89,1.51,1.12,0.01,0.24,2004
603,Syphon Filter,Shooter,T,PS,989 Studios,Eidetic,9.2,,,2.88,2.03,0.72,0.02,0.11,1999
604,Imagine: Babyz,Simulation,,DS,Ubisoft,Visual Impact,3.5,,,2.87,1.3,1.26,,0.31,2007
605,Mafia III,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,,,2.87,0.72,1.67,0.04,0.44,2016
606,Subnautica,Adventure,E10,PC,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,,2.87,,,,,,2018
607,Colin McRae Rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,7.9,,,2.87,0.09,2.43,0.12,0.22,2000
608,1-2-Switch,Party,E10,NS,Nintendo,Nintendo EPD,5.7,,2.86,,,,,,2017
609,Wii Music,Music,E,Wii,Nintendo,Nintendo EAD,5.6,,2.86,,,,,,2008
610,Yokai Watch,Role-Playing,E10,3DS,Nintendo,Level 5,7.7,,2.86,,,,,,2015
611,The Elder Scrolls III: Morrowind,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,8.2,,,2.86,2.09,0.63,0.03,0.11,2002
612,Prison Architect,Simulation,M,PC,Introversion Software,Introversion Software,,,2.86,,,,,,2015
613,Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.1,,,2.85,1.87,0.57,0.11,0.3,2010
614,Fire Emblem Fates,Role-Playing,T,3DS,Nintendo,Intelligent Systems,,,2.85,,,,,,2016
615,Command & Conquer: Red Alert,Strategy,T,PC,Virgin Interactive,Westwood Studios,9.3,,,2.85,1.37,1.34,,0.14,1996
616,F-Zero,Racing,E,SNES,Nintendo,Nintendo EAD,,,2.85,,,,,,1991
617,Yoshi's Story,Platform,E,N64,Nintendo,Nintendo EAD,,,2.85,,,,,,1998
618,The Walking Dead: A Telltale Games Series,Adventure,M,PC,Telltale Games,Telltale Games,,,2.85,,,,,,2012
619,Metroid Prime,Shooter,T,GC,Nintendo,Retro Studios,9.6,9.5,2.84,,,,,,2002
620,Zumba Fitness 2,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,,2.83,1.52,1.05,,0.26,2011
621,Madden NFL 10,Sports,E,X360,EA Sports,EA Tiburon,8.6,,,2.83,2.52,0.09,,0.22,2009
622,BioShock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,,2.83,1.65,0.85,0.05,0.28,2007
623,Yoshi's Island: Super Mario Advance 3,Platform,E,GBA,Nintendo,Nintendo EAD,,,2.83,,,,,,2002
624,WWE SmackDown! vs. Raw,Fighting,T,PS2,THQ,Yuke's,,,,2.83,1.32,1.08,0.04,0.39,2004
625,Finding Nemo,Platform,E,GBA,THQ,Vicarious Visions,7,,,2.82,1.59,1.05,0.04,0.14,2003
626,Medal of Honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,7,,,2.82,1.28,1.04,0.07,0.43,2010
627,Diablo III: Ultimate Evil Edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,,,,2.82,0.83,1.48,0.08,0.44,2014
628,The Legend of Zelda: A Link to the Past,Adventure,E,GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",9.6,,2.82,,,,,,2002
629,Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,,,2.82,0.43,0.91,0.31,1.16,2009
630,Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,8.9,,,2.81,1.05,1.24,0.03,0.49,2010
631,Imagine: Fashion Designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,3,,,2.81,1.32,1.19,,0.3,2007
632,Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,,2.81,1.46,0.87,0.09,0.38,2011
633,WWE SmackDown! Here Comes the Pain,Fighting,T,PS2,THQ,Yuke's,,,,2.8,1.32,1.06,0.04,0.38,2003
634,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,,SNES,Enix,ChunSoft,,,2.8,,,,,,1992
635,Tekken 5,Fighting,T,PS2,Namco,Namco,9,,2.8,,,,,,2005
636,Hot Shots Golf,Sports,,PS,Sony Computer Entertainment,Camelot Software Planning,,,,2.79,0.29,0.2,2.13,0.18,1998
637,Trine 2,Platform,E10,PC,Frozenbyte,Frozenbyte,,,2.79,,,,,,2011
638,Skylanders: Spyro's Adventure,Action,E10,Wii,Activision,Toys for Bob,8,,,2.79,1.35,1.15,,0.3,2011
639,A Bug's Life,Platform,E,PS,Sony Computer Entertainment,Traveller's Tales,3.6,,,2.79,1.96,0.72,,0.11,1998
640,WWF SmackDown! Just Bring It,Fighting,T,PS2,THQ,Yuke's,,,,2.79,1.19,1.15,0.04,0.41,2001
641,Mortal Kombat Trilogy,Fighting,M,PS,Midway Games,Avalanche Software,,,,2.79,1.98,0.7,,0.11,1996
642,NBA Street,Sports,E,PS2,EA Sports BIG,NuFX,,,,2.79,2.19,0.22,,0.38,2001
643,Jak II,Platform,T,PS2,Sony Computer Entertainment,Naughty Dog,,,,2.78,1.68,0.74,,0.36,2003
644,Ratchet & Clank: Going Commando,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,8.7,,,2.78,1.44,0.83,0.26,0.25,2003
645,The Sims,Simulation,T,PS2,Electronic Arts,Edge of Reality,,,,2.77,1.41,1.12,,0.24,2003
646,Star Wars: The Force Unleashed,Action,T,X360,LucasArts,LucasArts,7.1,,,2.77,1.74,0.78,,0.26,2008
647,Saints Row: The Third,Action,M,X360,THQ,Volition Inc.,8.3,,,2.77,1.26,1.14,0.07,0.3,2011
648,Missile Command,Shooter,,2600,Atari,Atari,,,,2.76,2.56,0.17,,0.03,1981
649,Battlefield 3,Shooter,M,PC,Electronic Arts,Dice,8.9,,,2.76,0.89,1.44,,0.43,2011
650,The Binding of Isaac: Rebirth,Action,,PC,Nicalis,Nicalis,,,2.76,,,,,,2014
651,Resident Evil,Action,M,PS,Capcom,Capcom,8.6,,2.75,,,,,,1996
652,Need for Speed: Most Wanted (2012),Racing,E10,PS3,Electronic Arts,Criterion Games,,,,2.74,0.71,1.52,0.06,0.45,2012
653,Tetris DS,Puzzle,E,DS,Nintendo,Nintendo,8.5,,2.74,,,,,,2006
654,L.A. Noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,,,2.73,1.55,0.92,0.02,0.24,2011
655,Metroid,Adventure,,NES,Nintendo,Nintendo R&D1,,,2.73,,,,,,1987
656,Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,,,2.73,0.63,1.61,0.07,0.41,2016
657,"Pokemon: Let's Go, Eevee!",Role-Playing,E,NS,Nintendo,Game Freak,8.3,,,2.73,1.22,0.8,0.51,0.2,2018
658,Overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,,,2.72,1.63,0.84,,0.25,2016
659,Need for Speed (2015),Racing,T,PS4,Electronic Arts,Ghost Games,7,,,2.72,0.59,1.66,0.06,0.41,2015
660,Madden NFL 13,Sports,E,PS3,EA Sports,EA Tiburon,8.3,,,2.71,2.12,0.24,,0.36,2012
661,Skate 3,Sports,T,X360,EA Sports,EA Black Box,8.3,,,2.71,1.47,0.99,,0.25,2010
662,Tom Clancy's Rainbow Six: Siege,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,,,,2.71,1.62,0.84,,0.25,2015
663,Divinity: Original Sin,Misc,,PC,Focus Home Interactive,Unknown,,,2.71,,,,,,2015
664,Madden NFL 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,,2.7,2.43,0.11,,0.16,2011
665,1602 A.D.,Simulation,,PC,Sunflowers,Max Design,,,2.7,,,,,,2000
666,Mario Party,Misc,E,N64,Nintendo,Hudson Soft,7.6,,2.7,,,,,,1999
667,World of Warcraft: Mists of Pandaria,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,,,2.7,,,,,,2012
668,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8,8.4,,2.7,1.49,0.92,0.02,0.27,2006
669,LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,,,2.69,1.85,0.64,0.01,0.19,2006
670,Madden NFL 11,Sports,E,X360,EA Sports,EA Tiburon,8.3,,,2.69,2.38,0.12,,0.19,2010
671,Burnout 3: Takedown,Racing,T,PS2,Electronic Arts,Criterion Games,9.3,,,2.68,1.23,1.11,,0.34,2004
672,Mario Party: Island Tour,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.5,,2.68,,,,,,2013
673,Mortal Kombat,Fighting,,GEN,Arena Entertainment,Probe Entertainment Limited,,,,2.67,1.95,0.63,,0.09,1993
674,Halo Wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,,2.67,1.58,0.8,0.04,0.25,2009
675,Call of Duty 2: Big Red One,Shooter,T,PS2,Activision,Treyarch,8.5,,,2.67,1.48,0.92,0.01,0.26,2005
676,Medal of Honor,Shooter,T,PS,Electronic Arts,DreamWorks Interactive,9.3,,,2.67,1.44,1.09,,0.14,1999
677,Guitar Hero: World Tour,Misc,T,X360,Activision,Neversoft Entertainment,8.6,,,2.66,1.78,0.64,,0.25,2008
678,WWE SmackDown! Shut Your Mouth,Fighting,T,PS2,THQ,Yuke's,,,,2.66,1.32,1.29,0.04,,2002
679,Final Fantasy XIII-2,Role-Playing,T,PS3,Square Enix,Square Enix,,,,2.66,0.78,0.75,0.89,0.23,2012
680,Medal of Honor Heroes,Shooter,T,PSP,Electronic Arts,Team Fusion,6.7,,,2.66,0.86,1.11,0.01,0.67,2006
681,Hannah Montana,Action,E,DS,Buena Vista,DC Studios,6.5,,,2.65,1.59,0.8,,0.26,2006
682,Need for Speed: Shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,8.2,,,2.65,0.69,1.4,0.04,0.52,2009
683,Tom Clancy's Splinter Cell,Action,T,PS2,Ubisoft,Ubisoft,,,,2.65,1.15,1.11,,0.4,2003
684,Star Wars: Shadows of the Empire,Action,T,N64,Nintendo,LucasArts,,,2.65,,,,,,1996
685,Super Mario Bros. 2 (FDS),Platform,,NES,Nintendo,Nintendo EAD,,,2.65,,,,,,1986
686,Medal of Honor,Shooter,M,X360,Electronic Arts,EA Los Angeles,7.3,,,2.64,1.58,0.8,0.04,0.22,2010
687,NBA 2K12,Sports,E,X360,2K Sports,Visual Concepts,9.1,,,2.64,2.32,0.14,0.01,0.17,2011
688,Midnight Club: Street Racing,Racing,T,PS2,Rockstar Games,Angel Studios,,,,2.63,2,0.47,0.02,0.14,2000
689,NBA 2K13,Sports,E,PS3,2K Sports,Visual Concepts,8.9,,,2.63,1.74,0.46,0.05,0.39,2012
690,NBA 2K19,Sports,E,PS4,2K Sports,Visual Concepts,,,,2.63,1.69,0.44,0.03,0.47,2018
691,ESPN NFL 2K5,Sports,E,PS2,Sega,Visual Concepts,,,,2.62,2.15,0.12,,0.36,2004
692,Madden NFL 18,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,,2.62,1.73,0.42,,0.47,2017
693,FIFA Soccer 10,Sports,E,X360,EA Sports,EA Canada,8.9,,,2.62,0.6,1.79,0.01,0.23,2009
694,LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,,2.61,0.65,1.27,0.01,0.68,2009
695,Harry Potter and the Chamber of Secrets,Adventure,E,PS2,Electronic Arts,Eurocom Entertainment Software,,,,2.61,0.9,1.22,0.04,0.44,2002
696,Dead Rising 3,Action,M,XOne,Microsoft Studios,Capcom,,,2.6,,,,,,2013
697,Mario Strikers Charged,Sports,E10,Wii,Nintendo,Next Level Games,7.7,,2.6,,,,,,2007
698,Monster Hunter 3G,Role-Playing,T,3DS,Capcom,Capcom,7.6,,2.6,,,,,,2013
699,Streets of Rage,Action,,GEN,Sega,Sega,,,,2.6,1.86,0.55,0.11,0.08,1990
700,Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,Rockstar North,9,,,2.6,1.08,1.22,0.03,0.27,2009
701,LEGO Star Wars: The Complete Saga,Action,E10,X360,LucasArts,Traveller's Tales,,,,2.59,1.53,0.83,,0.24,2007
702,Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,Ubisoft,Ubisoft Milan,8.3,,,2.59,1.1,1.08,0.22,0.2,2017
703,Tom Clancy's The Division,Shooter,M,XOne,Ubisoft,Massive Entertainment,,,,2.59,1.54,0.82,,0.24,2016
704,FIFA Soccer 09,Sports,E,PS3,Electronic Arts,EA Canada,8.6,,,2.59,0.49,1.63,0.04,0.43,2008
705,NBA Live 2005,Sports,E,PS2,EA Sports,EA Canada,,,,2.59,2.03,0.21,,0.35,2004
706,Hotline Miami,Action,,PC,Devolver Digital,Dennaton Games,,,2.58,,,,,,2012
707,Mario & Luigi: Dream Team,Role-Playing,E10,3DS,Nintendo,AlphaDream Corporation,8,,2.58,,,,,,2013
708,Bastion,Role-Playing,E10,PC,Warner Bros. Interactive Entertainment,Supergiant Games,8.5,,2.58,,,,,,2011
709,WWE SmackDown vs. RAW 2007,Fighting,T,PS2,THQ,Yuke's,8,,,2.58,1.4,0.88,0.03,0.26,2006
710,Skylanders Giants,Misc,E10,Wii,Activision,Toys for Bob,,,,2.58,1.49,0.86,,0.23,2012
711,Ratchet & Clank: Up Your Arsenal,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,9.1,,,2.57,1.31,0.74,0.31,0.22,2004
712,Madden NFL 08,Sports,E,PS2,EA Sports,EA Tiburon,,,,2.57,2.14,0.08,,0.35,2007
713,Clubhouse Games,Misc,E,DS,Nintendo,Agenda,8.3,,2.57,,,,,,2006
714,NBA 2K14,Sports,E,X360,2K Sports,Visual Concepts,,,,2.57,2.11,0.19,0,0.27,2013
715,Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.9,,,2.57,0.93,1.1,0.08,0.45,2007
716,Hot Shots Golf,Sports,,PS,Sony Computer Entertainment,Camelot Software Planning,,,,2.56,0.26,0.17,2.13,,1998
717,Dragon Age: Origins,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,8.5,,,2.56,1.76,0.55,0.03,0.22,2009
718,FIFA 16,Sports,E,PS3,EA Sports,EA Canada,9,,,2.55,0.43,1.68,0.05,0.38,2015
719,Pokemon Stadium 2,Strategy,E,N64,Nintendo,HAL Laboratory,7.9,,2.54,,,,,,2001
720,Madden NFL 09,Sports,E,X360,EA Sports,EA Tiburon,8.5,,,2.54,2.21,0.12,,0.2,2008
721,Space Invaders,Shooter,,2600,Atari,Atari,,,,2.53,2.36,0.14,,0.03,1978
722,Mario Tennis Aces,Sports,E,NS,Nintendo,Camelot Software Planning,7.8,,2.53,,,,,,2018
723,Crazy Taxi,Racing,T,PS2,Acclaim Entertainment,Hitmaker,8.2,,,2.52,1.13,1.12,0.06,0.22,2001
724,Perfect Dark,Shooter,M,N64,Rare,Rare Ltd.,9.7,,2.52,,,,,,2000
725,Tomb Raider (2013),Action,M,PS3,Square Enix,Crystal Dynamics,8.9,,,2.51,0.6,1.45,0.08,0.38,2013
726,Midnight Club: Los Angeles,Racing,T,PS3,Rockstar Games,Rockstar San Diego,8.3,,,2.5,1.59,0.54,0.05,0.33,2008
727,PES 2009: Pro Evolution Soccer,Sports,E,PS2,Konami,Konami,,,,2.5,0.13,0.07,0.26,2.05,2008
728,Marvel: Ultimate Alliance,Role-Playing,T,X360,Activision,Raven Software,8.3,,,2.5,2.29,0.02,,0.19,2006
729,Crisis Core: Final Fantasy VII,Role-Playing,T,PSP,Square Enix,Square Enix,8.1,9,2.5,,,,,,2008
730,Dance Central,Music,T,X360,MTV Games,Harmonix Music Systems,8.4,,2.5,,,,,,2010
731,Diablo,Role-Playing,M,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,,2.5,,,,,,1996
732,Dragon Ball Z: Budokai 3,Fighting,,PS2,Atari,Dimps Corporation,,,2.5,,,,,,2004
733,Dragon Quest II,Role-Playing,,NES,Enix,ChunSoft,,,2.5,,,,,,1990
734,Far Cry,Shooter,M,PC,Ubisoft,Crytek,8.6,,2.5,,,,,,2004
735,Final Fantasy Tactics,Role-Playing,T,PS,Sony Computer Entertainment,SquareSoft,8.8,,2.5,,,,,,1998
736,Forza Horizon 3,Racing,E,XOne,Microsoft Studios,Playground Games,9,,2.5,,,,,,2016
737,Warcraft III: The Frozen Throne,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,,2.5,,,,,,2003
738,Rise of the Tomb Raider,Adventure,M,PC,Square Enix,Crystal Dynamics,,,2.49,,,,,,2016
739,Dustforce DX,Platform,,PC,Hitbox Team,Hitbox Team,,,2.49,,,,,,2012
740,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,M,XB,Rockstar Games,Rockstar North,9.8,,,2.49,1.84,0.56,,0.09,2003
741,NBA 2K15,Sports,E,PS4,2K Sports,Visual Concepts,,,,2.49,1.49,0.55,0.01,0.44,2014
742,Game Party,Misc,E,Wii,Midway Games,JGI Entertainment,2.6,,,2.49,1.47,0.77,,0.24,2007
743,Mortal Kombat: Deadly Alliance,Fighting,M,PS2,Midway Games,Midway,8.2,,,2.49,1.81,0.52,,0.15,2002
744,Dungeon Defenders,Role-Playing,E10,PC,Trendy Entertainment,Trendy Entertainment,8.3,,2.48,,,,,,2011
